This profile was last updated,Status,User ID,Name of Firm,"Trade Name (""Doing Business As ..."")",DUNS Number,Parent DUNS Number,"Address, line 1","Address, line 2",City,State,Zip,Phone Number,Fax Number,E-mail Address,WWW Page,E-Commerce Website,Contact Person,County Code (3 digit),Congressional District,Metropolitan Statistical Area,CAGE Code,Year Established,Accepts Government Credit Card?,GSA Advantage Contract(s)
12/01/2020,Active,P2560602,Chinita Burney Marshall,CMBM Consulting Services,117756418,,30 ELM ST APT 2,,PAWLING,NY,12564-1021,845-702-1705,,cmarshall@cmbmconsultingservices.com,,,Chinita  B Marshall,027,19,2281,8SXZ9,2020,[  ] Yes [X] No,
05/13/2021,Active,P2614179,CED COSMETICS LLC,,118052066,,221 NOKOMIS PKWY,,BUFFALO,NY,14225-4240,716-912-4641,,contact@cedcosmetics.com,,,Christiana Dugbartey,029,26,1280,90N13,2019,[X] Yes [  ] No,
08/20/2020,Active,P2497233,BOVELL TAX CONSULTING LLC,,011200638,,17212 Brocher Rd,,Jamaica,NY,11434-2617,347-385-5979,,Bovelltaxconsulting@gmail.com,,,Jeanelle Bovell,081,05,5600,8PDW5,2007,[  ] Yes [X] No,
02/18/2021,Active,P2587555,Sweet Lolas LLC,,117868735,,16 Memphis Ave,,Floral Park,NY,11001-3534,347-743-0947,,Fcannon220@gmail.com,,,Faatima Thompson,059,04,5380,8VKY8,2020,[X] Yes [  ] No,
12/13/2020,Active,P2326376,Sadeek Been,No Limit Galaxy Consulting,081338222,,7 Maple St,,Cementon,NY,12414-6904,518-965-3801,,nolimitgalaxyconsulting@gmail.com,http://nolimitgalaxyconsulting.com/,,Sadeek Been,039,19,,85SE9,2015,[X] Yes [  ] No,
09/05/2020,Active,P2503242,Nationwide Auto Body Parts Inc.,Partscargo,079366072,,36-01 36th Ave,,Astoria,NY,11106-1336,917-226-6507,,sam@partscargo.com,http://www.partscargo.com,,Mohammad  Samrat,081,12,5600,8Q2M1,2014,[X] Yes [  ] No,
06/12/2020,Active,P1754463,"Ariston Group LLC, The",,078505330,,"60 West 66th Street, #11G",,New York,NY,10023-6216,202-316-4240,,furhana.wehelie@aristongroupllc.com,,,Furhana Wehelie,061,10,5600,6YSV4,2012,[  ] Yes [X] No,
01/21/2021,Active,P0345014,"Kaleel Jamison Consulting Group, Inc., The",,361657117,,500 Federal St Ste 302,,Troy,NY,12180-2832,518-271-7000,,tara@kjcg.com,https://www.kjcg.com,http://www.kjcg.com,Tara Whittle,083,20,0160,3DLT9,1970,[X] Yes [  ] No,
02/11/2021,Active,P2464184,"FABIOLA'S KIDS ENTERTAINMENT, INC.",,104073701,,4204 215th Pl Fl 1,,Bayside,NY,11361-2935,347-239-1962,,fabiolaskidsnyc@gmail.com,"https://fabiolaskidsny.,com",,Fabiola  Ames,081,06,5600,8VCW7,2018,[X] Yes [  ] No,
03/10/2021,Active,P2519793,STAPLE CLEANING SERVICE LLC,,117682113,,770 E 221ST ST APT 4B,,BRONX,NY,10467-5166,914-689-6495,,staplecleaning@gmail.com,,,Damion Staple,005,16,5600,8RHD6,2020,[X] Yes [  ] No,
09/16/2020,Active,P2479704,GOGO BUS TOURS INC,2Go Bus,023076496,,4216 8th Ave,,Brooklyn,NY,11232-3908,917-807-1358,,info@2gobus.com,www.2gobus.com,,JAY Lin,047,07,5600,8MTJ9,2017,[X] Yes [  ] No,
07/10/2020,Active,P2478883,FAITH'S SECURITY LLC,,076989217,,37 RIDGEWOOD ST,,VALLEY STREAM,NY,11580-2507,718-598-4334,,terrell@faithssecurity.com,,,Terrell Rhames,059,05,5380,8MQ49,2018,[X] Yes [  ] No,
11/24/2020,Active,P1758086,RETHINKIT ,,016713336,,"80 Fifth Ave, Suite 1506 ",,New York,NY,10011-8014,212-488-1525,646-349-4904,ckarnati@rethinkit.com,,,Charles Karnati,061,10,5600,6WVE2,1998,[X] Yes [  ] No,
05/11/2021,Active,P2616988,"Short and Stout Tea Company, LLC",,078407837,,1736A Western Ave,,Albany,NY,12203-4479,518-456-8327,,shortandstouttea@gmail.com,,,Soodkanong Zacharewicz,001,20,0160,90H19,2011,[X] Yes [  ] No,
01/07/2021,Active,P2571061,"CCI Facility Contractors, LLC",,117821811,,24 4TH ST STE 1005,,TROY,NY,12180-3202,207-557-3339,207-620-7177,dmorrison@cci-alliance.com,www.cci-alliance.com,,John  D Morrison,083,20,0160,8TUL0,2016,[  ] Yes [X] No,
02/23/2021,Active,P2403551,F2M Fire & Drafting Designs Inc.,,116983994,,1231 LAFAYETTE AVE UNIT 2,,BRONX,NY,10474-5367,718-928-3009,,fernandez@f2mfadds.com,www.f2mfadds.com,,Fernandez Mckenley,005,15,5600,8ETK5,2017,[  ] Yes [X] No,
06/28/2020,Active,P2474640,"Webster Hospitality Development, LLC",,809234300,,860 Holt Road,,Webster,NY,14580-9103,585-872-8211,,Krose@buffalolodging.com,hiexpress.com/websterny,https://www.hiexpress.com/websterny,Keith Rose,055,25,6840,8MBF8,2008,[X] Yes [  ] No,
02/01/2021,Active,P2387984,"Jaj Contract Furniture, INC",,080632764,,130B Anderson Ave,,Mount Vernon,NY,10550-4701,914-476-5000,,jemon@jajfurniture.com,www.jajfurniture.com,https://www.jajfurniture.com,Jamone Council,119,16,5600,8BTN2,2016,[X] Yes [  ] No,
09/09/2020,Active,P2502188,"Davis, Trevor",,117648687,,504 Willoughby Ave Fl Ground,,Brooklyn,NY,11206-6412,561-543-6286,,trevor@bambamdavis.com,,,Trevor Davis,047,08,5600,8PVW4,2020,[  ] Yes [X] No,
09/17/2020,Active,P2489978,G-Cloud Limited,,117608841,,1180 Avenue Of The Americas Fl 8 Ste 864,,New York,NY,10036-8401,646-558-7477,,info@gcloudlimited.com,,,Lynda Chervil,061,12,5600,8NUH2,2020,[  ] Yes [X] No,
07/25/2020,Active,P2399614,"I&M LOGISTICS , LLC",,065885581,,245 ELM ST,,STATEN ISLAND,NY,10310-1528,347-967-8826,,ibrahina-live@live.com,,,Ibrahim Mohammed,085,11,5600,8DL31,2018,[X] Yes [  ] No,
11/07/2020,Active,P2556547,TENI COKER INC.,,102068336,,174 MAPLE PKWY,,STATEN ISLAND,NY,10303-2438,347-370-8479,,info@tenicoker.com,,,Debrah Coker,085,11,5600,8SDD0,2012,[  ] Yes [X] No,
03/25/2021,Active,P2587130,LFS LOYALTY HOSPITALITY INC,,013572025,,49 PAERDEGAT 4TH ST,,BROOKLYN,NY,11236-4135,347-856-9282,,lfsloyaltyhospitalityinc@gmail.com,http://www.lfsloyaltyhospitalityinc.com,,LINDEN F CLARKE,047,08,5600,8WUR7,2020,[X] Yes [  ] No,
03/11/2021,Active,P2597392,FINDING JAYMEE LLC,,013437879,,832 QUINCY ST APT 3R,,BROOKLYN,NY,11221-6159,937-416-3438,,jaymeeveney@gmail.com,findingjaymee.com,,Jaymee Veney,047,08,5600,8W3W8,2020,[X] Yes [  ] No,
10/22/2020,Active,P1892443,ART2LIVE INTERIOR ARCHITECTURE AND DESIGN LLC,,078885838,,10740 QUEENS BLVD 12M,,FOREST HILLS,NY,11375-4216,917-775-2291,,art2livellc@gmail.com,www.art2livellc.com,,CHEN YI YANG,081,06,5600,77SX4,2010,[  ] Yes [X] No,
01/22/2021,Active,P2577941,"ABC TUTORING, LLC",,105144579,,11 W PROSPECT AVE FL 3,,MOUNT VERNON,NY,10550-2017,914-433-1840,,laneeg@abctutoring.org,https://www.abctutoring.org/,,La'nee Griffin,119,16,5600,8UGW6,2017,[X] Yes [  ] No,
01/07/2021,Active,P2571190,Storm D. Construction LLC,,080946343,,246 Saratoga Ave,,Brooklyn,NY,11233-3125,347-894-1887,,storm.dconstructionllc@yahoo.com,,,Tyrone  Nichols,047,08,5600,8TU77,2017,[  ] Yes [X] No,
05/28/2021,Active,P2608633,HALO ARCHITECTURE PLLC,,108314637,,2744 HYLAN BLVD STE 155,,STATEN ISLAND,NY,10306-4658,646-538-8512,,haloarchitecturepllc@gmail.com,,,Hanli Liu,085,11,5600,910G6,2020,[  ] Yes [X] No,
02/26/2021,Active,P0360416,"Kent Optronics, Inc.",,129457037,,40 Corporate Park Dr,,Hopewell Junction,NY,12533-6552,845-897-0138 x101       ,845-897-0603,leli@kentoptronics.com,www.kentoptronics.com,,LE LI,027,18,2281,1PRM5,2000,[  ] Yes [X] No,
09/11/2020,Active,P2501341,"SOLARGY POWER SYSTEMS, INC",,117652335,,5313 AVENUE H,,BROOKLYN,NY,11234-1634,305-890-8246,,solargyplc@gmail.com,www.solargypower.com,,Carl M Nurse,047,08,5600,8Q860,2015,[X] Yes [  ] No,
09/01/2020,Active,P2474784,"HAIRBHAPPY, LLC",,023862636,,22532 105TH AVE,,QUEENS VILLAGE,NY,11429-2112,347-551-5892,,hairbhappy@gmail.com,,https://hairbhappy.com,Bianca Gachette,081,05,5600,8M5R9,2017,[X] Yes [  ] No,
11/08/2020,Active,P2161603,Eastern General Construction Corp.,,055800739,,1438 HOLLYWOOD AVE,,BRONX,NY,10461-6031,718-239-7342,718-239-6279,easternfj@yahoo.com,N.A,,Farrukh Javaid,005,14,5600,7SDD7,1998,[  ] Yes [X] No,
01/21/2021,Active,P0943972,BLUE SHIELD SECURITY AND PROTECTION INC.,,808369040,,353 W 48 ST 4 FL,,NEW YORK,NY,10036-1324,646-372-3835,646-619-8095,cases212@hotmail.com,,,ANDRES  INOA,061,10,5600,50JN4,2004,[X] Yes [  ] No,
03/19/2021,Active,P2443251,"Serrano, Carlos",Honeoye Manfacturing,080629844,,4825 County Rd 36,,Honeoye,NY,14471-9371,315-569-0949,,seecarlos522@gmail.com,,,Carlos Serrano,069,27,6840,8HW18,2021,[X] Yes [  ] No,
04/07/2021,Active,P2366015,"Get Fit Eat Well, Inc.",,085233579,,1182 E 35th St,,Brooklyn,NY,11210-4231,650-422-1013,,jacques@getfiteatwell.com,,,Jacques Laventure,047,09,5600,8AAQ1,2008,[X] Yes [  ] No,
12/29/2020,Active,P2487774,DEV INGENUITY LLC,,117596057,,17910 135th Ave,,Jamaica,NY,11434-4104,347-300-9103,,devingenuity1@gmail.com,,,Devin Scott,081,05,5600,8TPZ6,2020,[  ] Yes [X] No,
09/01/2020,Active,P2264045,"NEW YORKIAN LLC, THE",,077843971,,69 8TH AVE APT 41,,NEW YORK,NY,10014-1238,646-246-9645,,albertoferreras@icloud.com,,,Alberto Ferreras,061,10,5600,7ZVG6,2015,[  ] Yes [X] No,
10/17/2020,Active,P1271193,CSRHUB LLC,,963249425,,245 E 87TH ST APT 14F,,NEW YORK,NY,10128-3240,646-321-2755,888-308-5597,bahar@csrhub.com,www.csrhub.com,http://www.csrhub.com,BAHAR GIDWANI,061,12,5600,62NK0,2007,[X] Yes [  ] No,
03/02/2021,Active,P2373476,"Khan, Tiffany",Publish Me ASAP!,117031431,,670 RIVERSIDE DR APT 4B,,NEW YORK,NY,10031-5521,646-284-0443,800-782-5474,tk@publishmeasap.com,publishmeasap.com,,Tiffany Khan,061,13,5600,8C6L9,2015,[X] Yes [  ] No,
11/03/2020,Active,P2423788,"DiDifables, LLC",,080924367,,1614 Seagirt Blvd,,Far Rockaway,NY,11691-4511,646-401-2069,718-327-5702,aritessien@didifables.com,https://didifables.com/,https://didifables.net/,Arit Essien,081,05,5600,8G1D8,2017,[X] Yes [  ] No,
03/06/2021,Active,P2455186,HUDSON PEAKS CONSULTING LLC,,117478484,,8622 Dongan Ave Apt 2K,,Elmhurst,NY,11373-3819,347-204-0393,,hudosnpeaks.nyc@gmail.com,,,Meraj U Bhuiyan,081,06,5600,8K9Z6,2019,[X] Yes [  ] No,
03/05/2021,Active,P2479446,TRATADO DE LIBRE COMERCIO LIMITED LIABILITY COMPANY,,057733622,,3136 44TH ST APT 2,,LONG ISLAND CITY,NY,11103-2397,917-514-7556,,amy@marrsmakers.com,,,Amy Sheets,081,14,5600,8MSU9,2013,[X] Yes [  ] No,
03/18/2021,Active,P2498415,FOUR J'S TRANSPORTATION INC.,,054809704,,132 PEARL ST STE A,,PORT CHESTER,NY,10573-7615,914-708-5997,203-748-3725,billing@fourjsmedia.com,fourjstransport.com,https://www.fourjstransport.com/,Polly T Herring,119,17,5600,8PH69,1998,[X] Yes [  ] No,
11/13/2020,Active,P1009983,AFFORDABLE OFFICE SERVICES INC,,073776580,,728 E 136TH ST FL 3,,BRONX,NY,10454-3431,718-292-5010,718-292-4995,sales@aosnyc.com,,,alexander m pernas,005,15,5600,57SU2,2001,[  ] Yes [X] No,
03/27/2021,Active,PN100341,"Watts Architecture & Engineering, D.P.C.",Watts Architecture & Engineering,131686693,131686693,95 Perry St Ste 300,,Buffalo,NY,14203-3030,716-206-5137,716-206-5199,jhenschel@watts-ae.com,HTTP://WWW.WATTS-AE.COM,https://watts-ae.com/,Jessica  K Henschel,029,26,1280,1FHY2,2012,[X] Yes [  ] No,
02/01/2021,Active,P2388007,"MARACLE BUILDERS, LLC",,117074053,,2882 EDGEMERE DR,,ROCHESTER,NY,14612-1153,585-230-0987,,maraclebldrs@rochester.rr.com,,,Leonard Maracle,055,25,6840,8BTF9,2008,[  ] Yes [X] No,
